Author	Authority	ISNI
Blair, Hugh,	LCNACO|Hugh Blair	https://isni.org/isni/0000000110270889
Clavering, Molly,		
Clavering, Molly,		
Clavering, Molly,		
Clavering, Molly,		
Clavering, Molly,		
Scott, Walter,	NLS|Walter, Scott Sir,	https://isni.org/isni/0000000121441874
Scott, Walter,	NLS|Walter, Scott Sir,	https://isni.org/isni/0000000121441874
Ingold, Tim,	LCNACO|Tim Ingold	https://isni.org/isni/0000000110814970
Macpherson, James,	NLS|James Macpherson	https://isni.org/isni/0000000080783068
Macpherson, James,	NLS|James Macpherson	https://isni.org/isni/0000000080783068
Macpherson, James,	NLS|James Macpherson	https://isni.org/isni/0000000080783068
Ballantyne, R. M.	LCNACO|R. M Ballantyne	https://isni.org/isni/0000000109088078
Macpherson, James,	NLS|James Macpherson	https://isni.org/isni/0000000080783068
Byrne, John,	LCNACO|John Byrne	https://isni.org/isni/0000000084144060
McCall Smith, Alexander,	LCNACO|Alexander McCall Smith	https://isni.org/isni/0000000114508989
Brown, P. Hume	LCNACO|P. Hume Brown	https://isni.org/isni/0000000110246619
Brown, P. Hume	LCNACO|P. Hume Brown	https://isni.org/isni/0000000110246619
Brown, P. Hume	LCNACO|P. Hume Brown	https://isni.org/isni/0000000110246619
Raffles, Franki,		
Smith, Iain Crichton,	LCNACO|Iain Crichton Smith	https://isni.org/isni/0000000120287844
Ramsay, Allan,	NLS|Allan Ramsay	https://isni.org/isni/0000000116764943
Napier, John,	LCNACO|John Napier	https://isni.org/isni/0000000083444395
Anderson, Scoular,		
Nicolson, Ian,		
Riach, Alan,	LCNACO|Alan Riach	https://isni.org/isni/0000000109373127
White, Kenneth,	LCNACO|Kenneth White	https://isni.org/isni/0000000121318569
McCall Smith, Alexander,	LCNACO|Alexander McCall Smith	https://isni.org/isni/0000000114508989
Heath, Yvonne Collinson,		
Jackson, Douglas,		
Williams, Chris,		https://isni.org/isni/0000000120257610
Sandison, Barbara,		https://isni.org/isni/0000000513241652
Grahame, Kenneth,	LCNACO|Kenneth Grahame	https://isni.org/isni/0000000108565880
Bradshaw, Paul,		
McIntosh, Alastair,	LCNACO|Alastair McIntosh	https://isni.org/isni/0000000361178913
Burns, Robert,	LCNACO|Robert Burns	https://isni.org/isni/0000000081108515
Burns, Robert,	LCNACO|Robert Burns	https://isni.org/isni/0000000081108515
Tranter, Nigel G.,		
Tranter, Nigel G.,		
Barrie, J. M.	LCNACO|J. M Barrie	https://isni.org/isni/0000000080775690
Stewart, James S.,	LCNACO|James S. Stewart	https://isni.org/isni/0000000110065949
Tranter, Nigel G.,		
Shaw, Jo,		
Pasquali, Nicolo,	LCNACO|Nicolo Pasquali	https://isni.org/isni/000000008387730X
Pasquali, Nicolo,	LCNACO|Nicolo Pasquali	https://isni.org/isni/000000008387730X
Buchan, John,	LCNACO|John Buchan	https://isni.org/isni/0000000121371562
Stevenson, Robert Louis,	LCNACO|Robert Louis Stevenson	https://isni.org/isni/0000000122831567
Cockburn, Henry Cockburn,	LCNACO|Henry Cockburn Cockburn Lord	https://isni.org/isni/0000000080843104
Macpherson, Hector,	LCNACO|Hector Macpherson	https://isni.org/isni/0000000083755900
Gunn, Neil M.,	LCNACO|Neil M Gunn	https://isni.org/isni/0000000108568643
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Mackenzie, Compton,	LCNACO|Compton Mackenzie	https://isni.org/isni/0000000108667561
Doyle, Arthur Conan,	LCNACO|Arthur Conan Doyle	https://isni.org/isni/0000000122810491
Lochhead, Liz,	LCNACO|Liz Lochhead	https://isni.org/isni/000000010885237X
Sommerville, Ian,	NLS|Ian Sommerville	https://isni.org/isni/0000000083898530
Brown, G. Baldwin	LCNACO|G. Baldwin Brown	https://isni.org/isni/0000000081177094
Brown, G. Baldwin	LCNACO|G. Baldwin Brown	https://isni.org/isni/0000000081177094
Brown, G. Baldwin	LCNACO|G. Baldwin Brown	https://isni.org/isni/0000000081177094
Brown, G. Baldwin	LCNACO|G. Baldwin Brown	https://isni.org/isni/0000000081177094
Brown, G. Baldwin	LCNACO|G. Baldwin Brown	https://isni.org/isni/0000000081177094
Brown, G. Baldwin	LCNACO|G. Baldwin Brown	https://isni.org/isni/0000000081177094
Barrie, J. M.	LCNACO|J. M Barrie	https://isni.org/isni/0000000080775690
MacCaig, Norman,	LCNACO|Norman MacCaig	https://isni.org/isni/0000000108667684
Stevenson, David,	LCNACO|David Stevenson	https://isni.org/isni/0000000124112478
Burns, Robert,	LCNACO|Robert Burns	https://isni.org/isni/0000000081108515
Jenkins, Robin,	LCNACO|Robin Jenkins	https://isni.org/isni/0000000114633376
Stevenson, Robert Louis,	LCNACO|Robert Louis Stevenson	https://isni.org/isni/0000000122831567
Ballantyne, R. M.	LCNACO|R. M Ballantyne	https://isni.org/isni/0000000109088078
Ballantyne, R. M.	LCNACO|R. M Ballantyne	https://isni.org/isni/0000000109088078
Ballantyne, R. M.	LCNACO|R. M Ballantyne	https://isni.org/isni/0000000109088078
Ballantyne, R. M.	LCNACO|R. M Ballantyne	https://isni.org/isni/0000000109088078
French, Joe,		https://isni.org/isni/0000000512649023
Combe, George,	LCNACO|George Combe	https://isni.org/isni/0000000080769071
MacDonald, George,	LCNACO|George MacDonald	https://isni.org/isni/0000000121363415
MacDonald, George,	LCNACO|George MacDonald	https://isni.org/isni/0000000121363415
Kennedy, Ludovic,	LCNACO|Ludovic Kennedy	https://isni.org/isni/0000000108828185
Valantine, Lee,		
Fraser, Barbara,		
Fulton, Graham,	LCNACO|Graham Fulton	https://isni.org/isni/0000000054002504
Mäntynen, Minttu Maari,		
Stewart, Mary,	LCNACO|Mary Stewart	https://isni.org/isni/0000000109333029
Banks, Iain,	NLS|Iain Banks	https://isni.org/isni/0000000120285224
Stewart, Mary,	LCNACO|Mary Stewart	https://isni.org/isni/0000000109333029
Banks, Iain,	NLS|Iain Banks	https://isni.org/isni/0000000120285224
Banks, Iain,	NLS|Iain Banks	https://isni.org/isni/0000000120285224
Keenan, David,		
Collins, Anne,		
Leonard, Tom,	LCNACO|Tom Leonard	https://isni.org/isni/0000000081848038
McCabe, Mary,		
McCabe, Mary,		
McCabe, Mary,		
Cleghorn, H.	LCNACO|H Cleghorn	https://isni.org/isni/0000000055585465
Scott, Walter,	NLS|Walter, Scott Sir,	https://isni.org/isni/0000000121441874
Scott, Walter,	NLS|Walter, Scott Sir,	https://isni.org/isni/0000000121441874
Scott, Walter,	NLS|Walter, Scott Sir,	https://isni.org/isni/0000000121441874
Butcher, Terry,	LCNACO|Terry Butcher	https://isni.org/isni/0000000434292849
Doyle, Arthur Conan,	LCNACO|Arthur Conan Doyle	https://isni.org/isni/0000000122810491
Carnegie, Andrew,	LCNACO|Andrew Carnegie	https://isni.org/isni/0000000122831065
Carnegie, Andrew,	LCNACO|Andrew Carnegie	https://isni.org/isni/0000000122831065
Paolozzi, Eduardo,	NLS|Eduardo Paolozzi	https://isni.org/isni/0000000083589404
Tuttle, Lisa,	LCNACO|Lisa Tuttle	https://isni.org/isni/0000000108879046
Roberts, David,	LCNACO|David Roberts	https://isni.org/isni/0000000081109577
McCall Smith, Alexander,	LCNACO|Alexander McCall Smith	https://isni.org/isni/0000000114508989
Lawrence, Martin,		
Naughton, J. D.		
Grant, John,		
Burns, Robert,	LCNACO|Robert Burns	https://isni.org/isni/0000000081108515
Burns, Robert,	LCNACO|Robert Burns	https://isni.org/isni/0000000081108515
Adogame, Afeosemime U.	LCNACO|Afeosemime U Adogame	https://isni.org/isni/000000006666947X
King, William,	LCNACO|William King	https://isni.org/isni/0000000108589153
Wilson, John,		
Wilson, John,		
Stewart, Mary,	LCNACO|Mary Stewart	https://isni.org/isni/0000000109333029
Carmichael, Alexander,	LCNACO|Alexander Carmichael	https://isni.org/isni/0000000106555048
Stevenson, Robert Louis,	LCNACO|Robert Louis Stevenson	https://isni.org/isni/0000000122831567
Ballantyne, R. M.	LCNACO|R. M Ballantyne	https://isni.org/isni/0000000109088078
Ballantyne, R. M.	LCNACO|R. M Ballantyne	https://isni.org/isni/0000000109088078
McCall Smith, Alexander,	LCNACO|Alexander McCall Smith	https://isni.org/isni/0000000114508989
McIlvanney, William,	LCNACO|William McIlvanney	https://isni.org/isni/0000000114801077
McIlvanney, William,	LCNACO|William McIlvanney	https://isni.org/isni/0000000114801077
Thomson, James,	LCNACO|James Thomson	https://isni.org/isni/0000000108717821
Lavery, Brian,	LCNACO|Brian Lavery	https://isni.org/isni/0000000109206783
McCall Smith, Alexander,	LCNACO|Alexander McCall Smith	https://isni.org/isni/0000000114508989
Jenkins, Robin,	LCNACO|Robin Jenkins	https://isni.org/isni/0000000114633376
McCall Smith, Alexander,	LCNACO|Alexander McCall Smith	https://isni.org/isni/0000000114508989
Gray, Alasdair,		https://isni.org/isni/0000000121483206
Gray, Alasdair,		https://isni.org/isni/0000000121483206
Hill, George,	LCNACO|George Hill	https://isni.org/isni/0000000082387886
Halyburton, Thomas,	LCNACO|Thomas Halyburton	https://isni.org/isni/0000000025688295
Kames, Henry Home,	LCNACO|Henry Home Kames Lord	https://isni.org/isni/0000000083390788
Grant, John,		
Gál, Hans,	LCNACO|Hans Gál	https://isni.org/isni/000000011032914X
Moffat, Alistair,	LCNACO|Alistair Moffat	https://isni.org/isni/0000000453131194
McCall Smith, Alexander,	LCNACO|Alexander McCall Smith	https://isni.org/isni/0000000114508989
McCall Smith, Alexander,	LCNACO|Alexander McCall Smith	https://isni.org/isni/0000000114508989
McCall Smith, Alexander,	LCNACO|Alexander McCall Smith	https://isni.org/isni/0000000114508989
McCall Smith, Alexander,	LCNACO|Alexander McCall Smith	https://isni.org/isni/0000000114508989
McCall Smith, Alexander,	LCNACO|Alexander McCall Smith	https://isni.org/isni/0000000114508989
McCall Smith, Alexander,	LCNACO|Alexander McCall Smith	https://isni.org/isni/0000000114508989
McCall Smith, Alexander,	LCNACO|Alexander McCall Smith	https://isni.org/isni/0000000114508989
Scott, Walter,	NLS|Walter, Scott Sir,	https://isni.org/isni/0000000121441874
Bell, John L.	LCNACO|John L Bell	https://isni.org/isni/0000000078798084
Waley, June,		
Young, Paul,	LCNACO|Paul Young	https://isni.org/isni/0000000133370727
Allardyce, John,		
Doyle, Arthur Conan,	LCNACO|Arthur Conan Doyle	https://isni.org/isni/0000000122810491
Burns, Robert,	LCNACO|Robert Burns	https://isni.org/isni/0000000081108515
King, William,	LCNACO|William King	https://isni.org/isni/0000000108589153
McNeill, Graham,	LCNACO|Graham McNeill	https://isni.org/isni/0000000071027113
Malcolm, Charles A.		
Clark, Maxine,		
MacDonald, George,	LCNACO|George MacDonald	https://isni.org/isni/0000000121363415
Stevenson, Robert Louis,	LCNACO|Robert Louis Stevenson	https://isni.org/isni/0000000122831567
Stevenson, Robert Louis,	LCNACO|Robert Louis Stevenson	https://isni.org/isni/0000000122831567
Greig, Andrew,	LCNACO|Andrew Greig	https://isni.org/isni/0000000108754833
Doyle, Arthur Conan,	LCNACO|Arthur Conan Doyle	https://isni.org/isni/0000000122810491
Doyle, Arthur Conan,	LCNACO|Arthur Conan Doyle	https://isni.org/isni/0000000122810491
Baird, Emma,		
McCabe, Mary Margaret,		
Stevenson, Robert Louis,	LCNACO|Robert Louis Stevenson	https://isni.org/isni/0000000122831567
Tait, William,	LCNACO|William Tait	https://isni.org/isni/0000000027784432
Livingstone, David,	LCNACO|David Livingstone	https://isni.org/isni/0000000121415609
Galt, John,	LCNACO|John Galt	https://isni.org/isni/0000000109070345
Aldred, Guy A.,	LCNACO|Guy A Aldred	https://isni.org/isni/0000000081501907
Stevenson, Robert Louis,	LCNACO|Robert Louis Stevenson	https://isni.org/isni/0000000122831567
Scott, Walter,	NLS|Walter, Scott Sir,	https://isni.org/isni/0000000121441874
Stevenson, Robert Louis,	LCNACO|Robert Louis Stevenson	https://isni.org/isni/0000000122831567
Ballantyne, R. M.	LCNACO|R. M Ballantyne	https://isni.org/isni/0000000109088078
Carlyle, Thomas,	LCNACO|Thomas Carlyle	https://isni.org/isni/000000012128811X
Jones, Janey,		https://isni.org/isni/0000000107772765
Hardie, James Keir,	LCNACO|James Keir Hardie	https://isni.org/isni/0000000117438824
King, William,	LCNACO|William King	https://isni.org/isni/0000000108589153
Hutchinson, Roger,		
Hutchinson, Roger,		
Muir, John,	NLS|John Muir	https://isni.org/isni/0000000121379847
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Boswell, James,	LCNACO|James Boswell	https://isni.org/isni/0000000121363095
Sheridan, Molly,		
Abercrombie, John,	LCNACO|John Abercrombie	https://isni.org/isni/0000000066883353
Crawford, Matthew,		
Crawford, Patrick,		
Doyle, Arthur Conan,	LCNACO|Arthur Conan Doyle	https://isni.org/isni/0000000122810491
Brown, John,	LCNACO|John Brown	https://isni.org/isni/0000000116397303
Thomson, James,	LCNACO|James Thomson	https://isni.org/isni/0000000108717821
Burns, Robert,	LCNACO|Robert Burns	https://isni.org/isni/0000000081108515
Scott, Walter,	NLS|Walter, Scott Sir,	https://isni.org/isni/0000000121441874
Scott, Walter,	NLS|Walter, Scott Sir,	https://isni.org/isni/0000000121441874
Johnstone, C. I.	LCNACO|C. I. Johnstone	https://isni.org/isni/0000000081580158
Bonar, Horatius,	LCNACO|Horatius Bonar	https://isni.org/isni/0000000080776028
Scott, Walter,	NLS|Walter, Scott Sir,	https://isni.org/isni/0000000121441874
Rogers, Charles,	LCNACO|Charles Rogers	https://isni.org/isni/0000000083507181
Scott, Walter,	NLS|Walter, Scott Sir,	https://isni.org/isni/0000000121441874
Fraser, William,		
Brougham and Vaux, Henry Brougham,	LCNACO|Henry Brougham Brougham and Vaux Baron	https://isni.org/isni/0000000108565434
Scott, Walter,	NLS|Walter, Scott Sir,	https://isni.org/isni/0000000121441874
Alison, Archibald,	LCNACO|Archibald Alison	https://isni.org/isni/0000000109130942
Stevenson, Robert Louis,	LCNACO|Robert Louis Stevenson	https://isni.org/isni/0000000122831567
Barnard, Anne Lindsay,	LCNACO|Anne Lindsay Barnard Lady	https://isni.org/isni/0000000081561766
Mackintosh, Charles Rennie,	LCNACO|Charles Rennie Mackintosh	https://isni.org/isni/0000000109165379
Lawson, John,		
Atkinson, Kate,		
Mackie, J. D.	LCNACO|J. D. Mackie	https://isni.org/isni/0000000116246441
Linklater, Eric,		
Oliphant,	LCNACO|Oliphant Mrs	https://isni.org/isni/0000000121319350
Burns, Robert,	LCNACO|Robert Burns	https://isni.org/isni/0000000081108515
McGrath, John,	LCNACO|John McGrath	https://isni.org/isni/0000000444581548
Stevenson, Robert Louis,	LCNACO|Robert Louis Stevenson	https://isni.org/isni/0000000122831567
Holloway, Richard,	LCNACO|Richard Holloway	https://isni.org/isni/0000000114557916
Frazer, James George,	LCNACO|James George Frazer	https://isni.org/isni/0000000081107600
Morgan, Edwin,	LCNACO|Edwin Morgan	https://isni.org/isni/0000000114743161
Stewart, Mary,	LCNACO|Mary Stewart	https://isni.org/isni/0000000109333029
Blair, Hugh,	LCNACO|Hugh Blair	https://isni.org/isni/0000000110270889
Ballantyne, R. M.	LCNACO|R. M Ballantyne	https://isni.org/isni/0000000109088078
Ballantyne, R. M.	LCNACO|R. M Ballantyne	https://isni.org/isni/0000000109088078
Cameron, David,	LCNACO|David Cameron	https://isni.org/isni/0000000408028219
Scott, Alastair,		
Naughton, J. D.		
Warriston, Archibald Johnston,		
Home, John,	LCNACO|John Home	https://isni.org/isni/0000000081272454
Home, John,	LCNACO|John Home	https://isni.org/isni/0000000081272454
McClure, Calum,		https://isni.org/isni/0000000436215847
Carlyle, Thomas,	LCNACO|Thomas Carlyle	https://isni.org/isni/000000012128811X
Thomson, James,	LCNACO|James Thomson	https://isni.org/isni/0000000108717821
MacLeod, Ken,	LCNACO|Ken MacLeod	https://isni.org/isni/0000000108675721
Hume, David,	NLS|David Hume	https://isni.org/isni/0000000121318235
Robertson, James,	LCNACO|James Robertson	https://isni.org/isni/0000000116812722
Hutchinson, Roger,		
Johnson, David,	LCNACO|David Johnson	https://isni.org/isni/000000011467643X
Boyd, William,	NLS|William Boyd	https://isni.org/isni/000000012147887X
Stevenson, Robert Louis,	LCNACO|Robert Louis Stevenson	https://isni.org/isni/0000000122831567
Thomson, James,	LCNACO|James Thomson	https://isni.org/isni/0000000108717821
Ironside, Edmund,	LCNACO|Edmund Ironside Sir	https://isni.org/isni/0000000108623657
Ironside, Edmund,	LCNACO|Edmund Ironside Sir	https://isni.org/isni/0000000108623657
